,oldID-poseID,Class,if_X_fa_atr,if_X_fa_elec,if_X_fa_pair,if_X_fa_rep,if_X_fa_sol,if_X_hbond_bb_sc,if_X_hbond_sc,interface_delta_X,total_score_X
49,IN70-0435,1,-19.30726620891983,0.1338699660068278,0.0,1.671136954423491,6.166997234217161,0.0,-0.076005001642649,-11.41126705591523,-78.0
50,IN70-0542,1,-20.84502565521471,-0.2350677430408791,0.0,1.798020464534238,5.804275856717777,0.0,-1.093185151019081,-14.57098222802279,-80.0
51,IN70-0944,1,-19.52538157713025,0.07486556766298,0.0,1.868137669316275,6.099398701782138,0.0,-0.070445001682674,-11.55342464005162,-77.0
52,IN70-0228,1,-19.54761466671298,-0.0020340727964446,0.0,2.279110627471164,6.633625630643564,0.0,-0.1758742465209771,-10.81278672791541,-78.0
53,IN70-0044,1,-21.45308534323303,0.3357005868209069,0.0,3.643246036050914,5.992382350480329,0.0,-0.1532281767016748,-11.63498454658247,-60.0
54,IN70-0606,1,-18.2748437123555,0.0821960362008928,0.0,1.186113033770835,5.314252826308438,0.0,-0.1703737033695518,-11.86265551944507,-75.0
55,IN70-0054,1,-20.23860845626987,0.0261235727074085,0.0,1.641928900520907,4.92105328313346,0.0,-0.3223271988946714,-13.97182989880275,-76.0
56,IN70-0616,1,-19.64686188769301,0.114514646394,0.0,1.741242941867313,6.649231183556912,0.0,-0.1606186379107889,-11.30249175378549,-78.0
57,IN70-0772,1,-16.67314737569068,0.0513180729345458,0.0,1.712744075903993,3.630984228033139,0.0,-0.0633948938597491,-11.34149589267872,-75.0
58,IN70-0827,1,-20.45725768272387,0.2404291221109406,0.0,2.415521449211337,4.500355429022329,0.0,-0.0765521369796857,-13.37750381935848,-78.0
59,IN70-0524,1,-19.1684222859174,0.0372352816442185,0.0,2.032298210739828,3.851836367679789,0.0,-0.034558603883201,-13.28161102973672,-72.0
60,IN70-0708,1,-15.87218263631185,0.2530260792269462,0.0,0.9328244563294904,3.914785004715486,0.0,-0.0425815256914866,-10.81412862173147,-67.0
61,IN70-0103,1,-19.48738656362621,0.4493791962413513,0.0,1.55184214400897,6.115838935548527,0.0,-0.0396178154367497,-11.40994410326357,-75.0
62,IN70-0801,1,-20.25138578110018,0.1779332427811198,0.0,1.910256505865527,4.186069802736438,0.0,-0.0847106705688702,-14.06183690028593,-76.0
63,IN70-0987,1,-20.84753820084043,-0.7976086638031483,0.0,2.437004795823396,7.594780435888151,0.0,-2.239839336923273,-13.85320096985515,-79.0
64,IN70-0048,1,-19.85522390249935,0.1508148867489797,0.0,2.051747847561182,4.120258955052486,0.0,-0.0756698968793742,-13.60807211001611,-74.0
65,IN70-0595,1,-21.32255773672114,0.3126663560599309,0.0,2.126238770368764,6.420033799410521,0.0,-0.0468922006642145,-12.51051101154599,-75.0
66,IN70-0153,1,-17.84561824057819,0.2684018292718702,0.0,2.070218826266228,4.598850740033595,0.0,-0.4240737914195911,-11.33222063642597,-65.0
67,IN70-0776,1,-20.78437220724045,0.2855446520821636,0.0,1.951497675599876,4.394582091026586,0.0,-0.0802775586598514,-14.23302534719187,-75.0
68,IN70-0406,1,-19.71178516617765,-0.0315042350464318,0.0,2.006056637674283,6.037850362138124,0.0,-0.0469438375044312,-11.74632623891648,-76.0
69,IN70-0732,1,-21.07208264227193,0.0012857589834118,0.0,1.557571081427978,7.381984909138827,0.0,-0.2015883438938751,-12.332829236615,-77.0
70,IN70-0295,1,-26.17423970067102,-0.1385256300491642,0.0,8.53892870597665,7.103245809782038,0.0,-0.0435068186423102,-10.71409763360407,-90.0
71,IN70-0270,1,-22.42874563836958,-0.692502762787243,0.0,1.366441290734565,8.253207735969044,0.0,-1.296528327969501,-14.79812770242279,-82.0
72,IN70-0728,1,-18.61812973581436,-1.175006687451445,0.0,3.178723410720159,8.3123790113651,0.0,-2.39751152952987,-10.69954553071057,-73.0
73,IN70-0177,1,-23.93518727666451,0.1593861212664626,0.0,6.220547621078913,6.823156489872326,0.0,-0.0436977052319257,-10.77579474967888,-83.0
74,IN70-0705,1,-20.09895345082114,0.0287850646035576,0.0,1.893758747391439,6.135052210724188,0.0,-0.0439486477241033,-12.08530607582543,-73.0
75,IN70-0230,1,-22.50056872652349,0.1760875606480909,0.0,2.870187269750022,7.555272990981211,0.0,-0.0886622068182724,-11.98768311196227,-69.0
76,IN70-0605,1,-23.99114739896213,0.0003701917585794,0.0,2.985222240645362,8.010676378159587,0.0,-0.1211215188894172,-13.11600010728762,-76.0
77,IN70-0477,1,-20.08016938496294,0.0077042693108285,0.0,1.954644291137993,6.259101315342832,0.0,-0.0409242783224996,-11.89964378749301,-69.0
78,IN70-0714,1,-14.7436780462318,-1.32303149035343,0.0,1.082151900332337,7.124026044054517,0.0,-2.797585141898304,-10.65811673409644,-66.0
79,IN70-0136,1,-21.30205315386084,-0.3119584353263815,0.0,1.951561526104797,6.019090282563138,0.0,-1.264325344149962,-14.90768512466866,-82.0
80,IN70-0502,1,-16.36844610593689,0.2397384977210902,0.0,0.9049828984020678,4.194833234748148,0.0,-0.1008823057188991,-11.12977378078358,-70.0
81,IN70-0887,1,-19.91088044721837,0.1369242061296848,0.0,1.525655994404679,6.632802066132444,0.0,-0.1577277363195243,-11.77322591687107,-65.0
82,IN70-0008,1,-18.41777712040275,-0.1289851762078592,0.0,1.775483520616399,5.094132341062232,0.0,-0.0936579857746537,-11.77080442070655,-71.0
83,IN70-0945,1,-20.72667732887785,-0.2613550399617145,0.0,1.663249266430012,7.733996453872077,0.0,-1.452622819017162,-13.04340946755474,-78.0
84,IN70-0740,1,-18.23226198634366,-0.0668568746193818,0.0,1.171137343227019,6.124553327371632,0.0,-0.1045245363949661,-11.10795272675887,-66.0
85,IN70-0218,1,-19.99654710424111,-0.0789641815669733,0.0,2.910082423499535,4.822536228656372,0.0,-0.0740204753831662,-12.41691310903525,-80.0
86,IN70-0639,1,-17.02682025909744,-1.841810245903997,0.0,1.200310267039549,6.996742879283829,0.0,-3.010635229582498,-13.68221258826043,-72.0
87,IN70-0257,1,-26.69957892332968,0.232022431826224,0.0,5.235252954808948,10.47617197016607,0.0,-0.3142773405566935,-11.07040890708504,-92.0
88,IN70-0898,1,-20.16122795252486,0.0261338966446805,0.0,2.544926559749092,3.883022563414124,0.0,-0.0378313784856594,-13.74497631120312,-68.0
89,IN70-0803,1,-23.68392149501851,-0.0308276895976143,0.0,3.331090664574095,7.067192741965391,0.0,-0.03532333141275,-13.35178910948935,-73.0
90,IN70-0869,1,-18.77726088040217,0.0583000227596926,0.0,2.092842600027143,5.188988959775815,0.0,-0.0806499138950251,-11.51777921173425,-79.0
91,IN70-0195,1,-19.99390351996554,-0.319650283029448,0.0,1.982347659447532,5.697356521891742,0.0,-1.11308075676688,-13.74693037842189,-80.0
92,IN70-0867,1,-20.00594305206723,-0.0749616507217842,0.0,2.178311127566849,7.165172539677042,0.0,-0.3405928843521387,-11.07801391989688,-78.0
93,IN70-0652,1,-29.15697406528925,-0.8392574857734405,0.0,7.878003035750408,9.56155500552095,0.0,-1.600851186990841,-14.15752469678227,-89.0
94,IN70-0062,1,-19.23544429010654,0.064552812465788,0.0,1.43931119930985,6.940742692870844,0.0,-0.0859210266040378,-10.87675861206435,-74.0
95,IN70-0033,1,-19.89678150984146,0.3038326743158439,0.0,2.042133947195089,4.657107436128535,0.0,-0.1448803337872548,-13.03858778598897,-76.0
96,IN70-0497,1,-18.53171499891432,-0.0101910231799115,0.0,3.13896142562171,4.230366541367675,0.0,-0.0365497334598728,-11.20912778856473,-77.0
97,IN70-0596,1,-20.61742197077292,-0.2758511010524262,0.0,1.914202806930553,6.239830476059706,0.0,-1.147649072081886,-13.88688886091677,-80.0
98,IN70-0829,1,-21.9562706850902,0.223327288857073,0.0,2.104665557718226,7.986722430015561,0.0,-0.0963553850350919,-11.73791079353441,-78.0
99,IN70-0836,1,-21.65116653188452,0.2093664822023061,0.0,4.074478048954916,6.172884534017339,0.0,-0.0350557690505638,-11.2294932357604,-75.0
100,IN95-0449,1,-25.83744541490669,-0.869743632497425,0.0,6.323641708435116,11.12890629791527,0.0,-1.655618046884077,-10.91025908793745,-66.0
101,IN95-0974,1,-17.6848465639614,0.0763968803117461,0.0,1.496617420698749,4.497781926583866,0.0,-0.1879560873465103,-11.80200642371392,-60.0
102,IN95-0138,1,-17.89781961168956,0.2334392570892521,0.0,2.009998633192026,4.878038778181508,0.0,-0.0359523397876309,-10.81229528301446,-63.0
103,IN95-0447,1,-22.60694623344971,-1.19072129687919,0.0,3.096377982427021,10.11151620129303,0.0,-2.818739443048027,-13.40851278965647,-64.0
104,IN95-0402,1,-25.96813393029879,-1.115156547728154,0.0,3.846173224758241,12.77513234236758,0.0,-2.362811697767217,-12.82479660866829,-64.0
105,IN95-0737,1,-12.77023984683401,-2.385347872432789,0.0,0.6772351633237123,5.730464140401545,0.0,-2.710126370316595,-11.45801478585781,-55.0
106,IN95-0823,1,-19.85110350768373,-0.1533225238216903,0.0,1.573842764569599,7.849510005605225,0.0,-0.1915086787612381,-10.7725819400921,-59.0
107,IN95-0822,1,-18.67291220947736,-1.882830032792517,0.0,3.20087466496434,8.364556312210334,0.0,-2.040622966201679,-11.03093423129667,-67.0
108,IN95-0824,1,-28.39182555697626,-0.8035539263783699,0.0,8.180135551685499,10.2612489228899,0.0,-1.89813277893732,-12.65212778771638,-70.0
109,IN95-0950,1,-23.99943291199488,0.0028820339444723,0.0,4.769993125643942,9.348512520007352,0.0,-1.074721270449114,-10.95276650284859,-67.0
110,IN95-0643,1,-29.04710216826679,-0.385875070145604,0.0,3.538856187137071,14.73566456122217,0.0,-1.76752860145657,-12.92598509150957,-65.0
111,IN95-0687,1,-14.42508316503809,-0.6715082597069636,0.0,1.277962137555005,4.387939499276762,0.0,-1.403003831550138,-10.8336936194637,-52.0
112,IN95-0769,1,-25.92648055725804,-1.012584913617278,0.0,4.251599870307155,12.57047160769043,0.0,-2.407957983519926,-12.52495197639746,-66.0
113,IN95-0301,1,-16.62323924368611,-0.0897655383218955,0.0,1.829746122489451,4.843258185712966,0.0,-1.263531996120605,-11.30353246992627,-61.0
114,IN95-0094,1,-18.54622468662201,-0.178186117477386,0.0,1.541254895654584,6.25143355479704,0.0,-0.1230183357295573,-11.05474068937701,-60.0
115,IN95-0711,1,-20.21483994816808,0.0990406029836196,0.0,2.023689803228535,5.718241040002431,0.0,-0.1147279533099358,-12.48859645526318,-55.0
116,IN95-0311,1,-31.90125699561977,-1.941624907777683,0.0,9.943093896519214,16.71400437084649,0.0,-5.181201652313516,-12.3669852883454,-66.0
117,IN95-0884,1,-16.35901288025489,0.1165834314174788,0.0,1.021259682836899,4.399994880446047,0.0,-0.0291685430798438,-10.85034342863401,-58.0
118,IN95-0600,1,-16.25261474204235,0.119996916090264,0.0,0.9881441931445808,4.156153732797702,0.0,-0.0368470073091607,-11.02516690731954,-59.0
119,IN95-0660,1,-23.81964449981788,0.2638688145552885,0.0,2.948002943337588,8.679851745939503,0.0,-0.0853223033165427,-12.01324329930139,-66.0
120,IN95-0777,1,-17.90271142399033,0.1069542460392859,0.0,2.429833728182075,4.481009913985145,0.0,-0.0449724688452299,-10.92988600462968,-51.0
121,IN95-0785,1,-23.30589873823483,0.0084282088228974,0.0,2.757517551993852,9.570331455308224,0.0,-1.208654156155886,-12.17827567826589,-66.0
122,IN95-0528,1,-23.84863759313121,-1.928557967742902,0.0,2.962178384984554,14.25845021956065,0.0,-4.189486590669002,-12.7460535469977,-69.0
123,IN95-0205,1,-22.80965525510546,-0.7486717415938414,0.0,4.359063746723087,9.46233784429778,0.0,-2.562415907849083,-12.29934131352729,-69.0
124,IN95-0415,1,-16.93118047939825,0.2728651618872584,0.0,1.387656929858531,4.569075484216046,0.0,-0.0332266999145126,-10.73480960335064,-61.0
125,IN95-0503,1,-25.6427247969943,-1.3585320386341,0.0,6.524785371867484,12.79329925630564,-0.0020698373512722,-4.180841778786977,-11.86608382359327,-68.0
126,IN95-0220,1,-27.52105595985086,-0.1185759383336813,0.0,3.232538381919085,13.86049436635703,0.0,-0.8356607860370865,-11.38225993594551,-68.0
127,IN95-0092,1,-26.23705928845739,-1.744935900587903,0.0,5.204202866554306,11.22207934946318,0.0,-2.403227675522644,-13.95894064855065,-70.0
128,IN95-0666,1,-24.50501047336147,-1.535404681654962,0.0,4.078775637321451,11.38369940095144,0.0,-2.007323500030647,-12.58526361677377,-69.0
129,IN95-0592,1,-27.44278320973535,-0.5339720510904703,0.0,4.089148795869187,13.57610088964047,-0.0637843685684565,-1.636018539030644,-12.01130848291541,-59.0
130,IN95-0517,1,-32.35721677830661,-1.719154066732021,0.0,5.16037470060237,17.17666744045819,0.0,-3.266396421275613,-15.00572512525332,-67.0
131,IN95-0417,1,-27.87178295404192,-0.0347539691052065,0.0,4.514318947192805,11.91866274094336,0.0,-0.0340499732617416,-11.50760520827271,-69.0
132,IN95-0397,1,-21.94212427256025,0.1355862201065611,0.0,1.681587203739582,8.897830724514279,0.0,-0.0864272802238481,-11.31354740442384,-62.0
133,IN95-0736,1,-28.36215130379533,-2.022534612055688,0.0,5.779446983345133,15.07195242727003,0.0,-4.673262082515398,-14.2065485877506,-70.0
134,IN95-0101,1,-20.71513066407351,-0.3054998575201307,0.0,2.580954372815359,7.5980107890824,0.0,-0.8142358065282217,-11.65590116622434,-59.0
135,IN95-0463,1,-16.76959672670455,-1.654286458107213,0.0,1.297053973847687,7.732437173650123,0.0,-2.02946990004153,-11.42386193735547,-54.0
136,IN95-0833,1,-24.65757306565174,0.6203223939704219,0.0,5.752309966910435,7.534715347269048,0.0,-0.0444849117924292,-10.79471026929377,-66.0
137,IN95-0556,1,-25.76980199010323,-0.9649461407946114,0.0,3.199131866282869,13.55716105759238,0.0,-1.633052087079666,-11.61150729410201,-70.0
138,IN95-0198,1,-15.27963180256447,-0.4561872768077648,0.0,1.180026095289941,4.850003059526534,0.0,-1.417287869295687,-11.12307779385128,-58.0
139,IN95-0275,1,-26.49987965450782,-2.616304055912408,0.0,3.494074242366924,14.41592095139285,0.0,-3.99160662164344,-15.19779513830417,-66.0
140,IN95-0939,1,-19.16236523648877,0.5300868797453858,0.0,3.381271523065607,4.126613197092138,0.0,-0.0422937693456425,-11.16668740593104,-59.0
141,IN95-0050,1,-15.79535016320333,-0.1679859938091022,0.0,1.091685667157071,3.605158049948386,0.0,-0.0587081634424969,-11.32520060334991,-64.0
142,IN95-0334,1,-17.97223681924624,-1.238076619802059,0.0,1.059090915328261,8.484826490856085,0.0,-3.026940353921578,-12.69333638678563,-61.0
143,IN95-0568,1,-14.90954483872665,-0.4994673612064878,0.0,1.006342484922243,4.648903021624028,0.0,-1.520853863512912,-11.27462055690012,-59.0
144,IN95-0145,1,-17.35139860252712,-0.641860881319651,0.0,1.455672398162551,6.442037497892398,0.0,-1.045337577062127,-11.14088716485367,-62.0
145,IN95-0166,1,-21.2590709661883,-0.5526869520166474,0.0,2.03037038617922,8.545021174213252,0.0,-1.022863595683351,-12.25922995349583,-64.0
146,IN95-0966,1,-27.04171464245046,-0.3264841614760439,0.0,4.2977819251847,11.74310960536586,0.0,-2.371360099595359,-13.69866737297161,-66.0
147,IN95-0089,1,-13.39043352338922,-0.7355199959982894,0.0,0.9537338705973526,3.514291053613306,0.0,-1.437525978908424,-11.09545457408512,-49.0
148,IN95-0287,1,-17.94066777323278,-0.5850595000440512,0.0,1.822140588196089,6.801611800468526,0.0,-1.377948873538937,-11.2799237581512,-59.0
149,IN95-0210,1,-20.43691014216202,-0.7366336642137844,0.0,2.331332290555611,10.43581977409294,0.0,-3.084269872823561,-11.49066161455039,-63.0
150,IN95-0328,1,-19.61130632397035,-0.1446907730637713,0.0,2.242001562017049,7.07689298049363,0.0,-0.3147625921018701,-10.75186514662482,-61.0
151,IN95-0923,1,-18.6173320379974,-0.5501448874838946,0.0,1.737908357319429,6.478419629541713,0.0,-1.716331665804643,-12.66748060442524,-61.0
152,IN95-0043,1,-25.55935748269294,-0.8250590901990472,0.0,6.840879575962845,10.58033278272887,0.0,-1.838519325312119,-10.80172353951184,-62.0
153,IN95-0905,1,-25.57418122365743,-1.062356136378569,0.0,5.615121343898591,12.29324890018897,0.0,-2.158567680955564,-10.88673479690397,-68.0
154,IN95-0187,1,-23.33803749441759,-0.7786087218535818,0.0,4.753668460849759,9.981110639202509,0.0,-1.387510819730071,-10.7693779359488,-65.0
155,IN95-0907,1,-26.20521957623423,-0.434580076205732,0.0,4.150624074581947,11.41297956650906,0.0,-1.803175483817268,-12.8793714951662,-69.0
156,IN95-0953,1,-22.18712449563027,-1.179609548287369,0.0,3.06356802738992,9.67496889722879,0.0,-1.231960378289691,-11.86015749758872,-60.0
157,IN95-0871,1,-23.10257563107116,-0.808475511460822,0.0,2.403421854784438,11.86286362306837,0.0,-2.168141621745014,-11.81290728642398,-69.0
158,IN95-0272,1,-28.07153408244594,-2.185834171438759,0.0,8.10488978224098,11.5226476733983,0.0,-2.545420398007074,-13.1752511962527,-66.0
159,IN95-0642,1,-18.05483370095026,-3.349552075188527,0.0,4.885143547767348,9.72659465752704,0.0,-4.079849707349643,-10.87249727819426,-52.0
160,IN95-0435,1,-14.87892423298727,-2.188839986754873,0.0,1.417940049993922,5.863014751097671,0.0,-1.575556940435104,-11.36236635908563,-62.0
161,IN95-0565,1,-24.81819241212579,-0.8215996940765535,0.0,4.557128000681587,10.98217694512268,0.0,-0.7611196360261872,-10.86160679642398,-66.0
162,IN95-0901,1,-22.19102517061329,-1.393547480604196,0.0,3.675213847149507,9.39468694211264,0.0,-0.6652380262566233,-11.17990988821202,-67.0
163,IN95-0513,1,-13.53240104675533,-0.8616666865467618,0.0,1.891115969102975,3.916055692348254,0.0,-2.987377195389747,-11.57427326724155,-53.0
164,IN95-0053,1,-26.7984241266382,-0.234584022336835,0.0,4.343509243522568,11.92860004453641,0.0,-0.0777677694119034,-10.83866663032813,-66.0
165,IN95-0404,1,-25.14818564626512,-1.343769426089295,0.0,5.437465290595992,11.41706159046698,0.0,-1.900380655406719,-11.53780884669823,-65.0
166,IN95-0300,1,-23.64336975860169,-0.3428727663475206,0.0,5.249278302941594,11.24572389500863,0.0,-3.219656235424117,-10.71089656242293,-70.0
167,IN95-0834,1,-34.61864367303788,-0.3353870085531025,0.0,11.66478005268382,14.25535805554946,0.0,-2.038505655965602,-11.07239822932343,-70.0
168,IN95-0270,1,-23.61702365123201,-1.248611776510011,0.0,2.349437729652618,12.40507906556832,0.0,-1.588285992165954,-11.6994046246873,-66.0
169,IN95-0866,1,-28.51810064038873,-0.7739427014018372,0.0,7.831975186365844,10.51011919162365,0.0,-2.03610357376499,-12.98605253756568,-67.0
170,IN95-0672,1,-22.08894385357817,-0.4189474960458574,0.0,4.017840414526108,8.341306351885942,0.0,-1.22000788059947,-11.36875246381123,-66.0
171,IN95-0650,1,-15.21218490877509,-2.238491969398662,0.0,1.415010751200498,6.976617310054371,0.0,-2.459545742817082,-11.51859455973681,-52.0
172,IN95-0269,1,-19.46756223819975,0.0461625204435813,0.0,4.114854342470608,4.322480113361598,0.0,-0.1006333623621806,-11.08469862428683,-60.0
173,IN95-0260,1,-26.73770019482254,-0.7978018308082278,0.0,8.75116248282352,9.424528853063748,0.0,-1.44466875224885,-10.8044794419925,-70.0
174,IN95-0159,1,-17.51879942668711,-0.9905650272082038,0.0,1.425236811494142,7.26878310239681,0.0,-0.9855631351752168,-10.80090767517959,-52.0
175,IN95-0343,1,-28.97583632623864,-1.069668658583268,0.0,4.535724504635937,14.05027548758744,0.0,-2.562938703609144,-14.02244369620803,-68.0
176,IN95-0882,1,-16.20876964118215,-0.1843079108928828,0.0,1.058146369264159,4.581806782583953,0.0,-1.272073390155083,-12.02519779038221,-59.0
177,IN95-0242,1,-15.41649733247105,-1.683025232993251,0.0,1.490069199903428,6.589369802820329,0.0,-2.272471411284225,-11.29255497402482,-55.0
178,IN95-0694,1,-24.47450993497369,-0.7403238968631671,0.0,6.066844631698451,11.26142076509486,0.0,-3.622563676713861,-11.50913211175748,-69.0
179,IN95-0028,1,-28.90337901698149,-2.427351769638003,0.0,10.27412923579282,12.98572849161328,-0.0083152279086526,-2.862237977871215,-10.94142626499342,-67.0
180,IN95-0968,1,-24.27399210581935,-0.6605596131740514,0.0,4.484360655227329,10.69096028906897,-0.0070986341535792,-1.663342611931887,-11.42967202078216,-67.0
181,IN95-0279,1,-15.96247193222189,-1.437414647680952,0.0,1.897731938365359,6.916948708168547,0.0,-2.252633161744221,-10.83783909511294,-59.0
182,IN95-0804,1,-16.27292539801019,0.1803601464690291,0.0,1.128892062806881,4.124581620068784,0.0,-0.1151650302003716,-10.95425659886587,-64.0
183,IN95-0781,1,-20.5434107216086,-0.1398070157221309,0.0,2.80603802653477,6.689788158344617,0.0,-0.1151502813035144,-11.30254183375519,-65.0
184,IN95-0784,1,-28.97771275033301,-0.638616682690938,0.0,9.71856203186253,10.34260026960137,0.0,-1.638611034332184,-11.19377816589213,-70.0
185,IN95-0594,1,-31.86867683360797,0.022267159641625,0.0,6.625079614323886,15.34135986709343,0.0,-1.094100519325899,-10.97407071187536,-70.0
186,IN95-0189,1,-19.33752354622047,-1.640696907683656,0.0,1.985464778753522,8.856226606172276,0.0,-1.513943193124116,-11.65047226210208,-64.0
187,IN95-0602,1,-16.02392984500039,-0.4784373786991466,0.0,1.223505799185023,4.219453320992852,0.0,-0.0424259287812454,-11.10183403230349,-57.0
188,IN95-0991,1,-14.92647616625909,-0.8437569641701668,0.0,0.6819382305654472,6.167932166261562,0.0,-1.915910157732196,-10.83627289133437,-52.0
189,IN95-0452,1,-18.00823054424836,-0.6147046988444071,0.0,1.699642625792785,6.612724239569979,0.0,-1.242086943558117,-11.55265532128851,-60.0
190,IN95-0413,1,-26.79348731514656,-0.5542160719215325,0.0,3.260264610817785,12.88184854953579,0.0,-3.729002738129315,-14.93459296484389,-69.0
191,IN95-0003,1,-27.304146948575,-2.272012751259515,0.0,8.536786942614027,12.05309001187061,-0.0013112895522716,-3.231842828739662,-12.21943686364193,-64.0
192,IN95-0113,1,-25.03478454767537,-1.451375349216121,0.0,3.9560460655307,9.553905097675306,0.0,-2.747107204613477,-15.72331593829904,-66.0
193,IN95-0787,1,-22.10155625009065,-1.475742545535327,0.0,4.155640746539348,9.399067352620294,0.0,-1.895211700673585,-11.91780239713989,-69.0
194,IN95-0231,1,-24.07047653507907,-0.53346439779619,0.0,3.931016335769255,9.056172812019575,0.0,-1.306780586413399,-12.92353237150019,-67.0
195,IN95-0916,1,-24.61658834774025,-0.5473901566531298,0.0,3.577614484718606,11.15672444973607,0.0,-1.192021190242655,-11.62166076018138,-58.0
196,IN95-0942,1,-23.88369523161127,0.2414644181380413,0.0,2.640210204167534,10.82065716997176,0.0,-0.910066544587498,-11.09142998392144,-70.0
197,IN95-0976,1,-15.0206566339195,-0.5074579277183897,0.0,1.071945147886527,5.066978864050361,0.0,-1.578631826569435,-10.96782237627076,-51.0
198,IN95-0373,1,-24.72750252061742,-1.073967350790847,0.0,6.288367134268083,11.99982117962727,-0.003076665944625,-3.460502302157497,-10.97686052561494,-68.0
199,IN95-0954,1,-18.16304726320304,-0.3507299314085367,0.0,2.819809653160428,6.361173310852974,0.0,-1.375450449025599,-10.70824467962393,-52.0
200,IN13-0455,1,-14.094584477026,-2.352867257789651,0.0,1.908647907945488,5.634425730998828,0.0,-2.070741493213205,-10.97511958908444,-66.0
201,IN13-0412,1,-16.74774284686792,-2.560323520633683,0.0,1.897358038612902,8.253011344712013,0.0,-3.294978188213482,-12.45267517239063,-70.0
202,IN13-0200,1,-14.08278322225997,-2.433530039725422,0.0,1.606053925415745,5.453440755028441,0.0,-2.850598760117836,-12.30741734165895,-65.0
203,IN13-0172,1,-10.2373576142134,-1.969912233178829,0.0,0.7414961321636838,3.077192335369909,0.0,-2.378194956216095,-10.76677633607505,-63.0
204,IN13-0870,1,-22.42560902868718,-2.442536426556778,0.0,5.146692299773531,11.06932775552859,0.0,-5.805660166592597,-14.45778556653477,-69.0
205,IN13-0940,1,-15.42275253936059,-2.30916881077812,0.0,1.541199959375263,6.766079407418329,0.0,-2.419096520303321,-11.84373850364864,-65.0
206,IN13-0833,1,-13.41477361954094,-2.428563890793082,0.0,1.912902190310433,5.112772535879685,0.0,-2.80557196902028,-11.62323475316407,-64.0
207,IN13-0431,1,-12.20184045442184,-3.867895145730878,0.0,0.9343726179823536,9.367940446212833,0.0,-4.926771153791652,-10.69419368974877,-45.0
208,IN13-0659,1,-12.52849488817301,-1.605944389587255,0.0,1.321079845155054,4.629544437121512,0.0,-2.547554922170724,-10.73136991765386,-63.0
209,IN13-0390,1,-19.41804712885714,-3.433589088613263,0.0,3.455818385297471,11.21903909139965,0.0,-8.046989227400545,-16.22376796817389,-66.0
210,IN13-0528,1,-14.5718575029252,-1.844907936203895,0.0,2.180005488475263,5.441481640166876,0.0,-2.012283907044534,-10.80756221753199,-67.0
211,IN13-0924,1,-18.64855266571831,-2.393186812941372,0.0,3.645746544114127,10.0929891665558,0.0,-5.366507780496033,-12.6695115484863,-71.0
212,IN13-0609,1,-17.69894895191974,-2.858276260220084,0.0,2.133395066713502,9.693416092958524,0.0,-2.734331672860031,-11.4647457253277,-60.0
213,IN13-0131,1,-31.28510716291785,-2.983524450184638,0.0,10.20215749172248,16.98551113308895,0.0,-7.171008732189267,-14.25197172048092,-75.0
214,IN13-0986,1,-15.94982906061232,-1.862654053095262,0.0,1.451221594838398,7.333180548895871,-0.0755854864346609,-1.598350705747284,-10.70201716215524,-58.0
215,IN13-0122,1,-17.48747084886491,-2.577649352668659,0.0,0.802471551383087,11.58722853744903,0.0,-3.450157332833483,-11.12557744553487,-55.0
216,IN13-0776,1,-20.50183233273238,-2.785386470684178,0.0,4.605856639353988,10.51842859561511,0.0,-3.902997975727783,-12.06593154417533,-69.0
217,IN13-0615,1,-17.69978894925917,-2.861578041283888,0.0,3.14409096771492,9.27468597394809,0.0,-3.629822825483163,-11.77241287436345,-68.0
218,IN13-0175,1,-13.98016382089409,-2.337407078016332,0.0,1.281948124845985,7.094329796458442,0.0,-2.799204734597996,-10.74049771220325,-64.0
219,IN13-0700,1,-20.30196870876607,-3.480994525556155,0.0,3.069418026875519,10.71245587723351,0.0,-4.196399106654939,-14.19748843686784,-67.0
220,IN13-0876,1,-13.39729676611423,-2.201683809760023,0.0,1.100072338818882,6.515698107855497,0.0,-2.951616887824827,-10.93482701702487,-62.0
221,IN13-0083,1,-16.02492922382698,-0.5548767306705497,0.0,1.61966502655232,5.284060844595933,0.0,-1.280003789253398,-10.9560838726029,-67.0
222,IN13-0438,1,-18.72067387341012,-3.603896994566555,0.0,2.894226564832934,11.71972769732638,0.0,-5.76005343411356,-13.47067003993061,-61.0
223,IN13-0988,1,-25.16780164742813,-3.137168777606238,0.0,9.269558822204043,11.99667507551121,0.0,-4.446836855207443,-11.48557338252704,-74.0
224,IN13-0163,1,-29.26687136846085,-2.585482128898851,0.0,10.87134019061273,13.77274458306347,0.0,-3.464207764769601,-10.67247648845341,-74.0
225,IN13-0958,1,-18.51282211778598,-2.745130699996072,0.0,1.626496010331948,11.19742266999319,0.0,-3.91731454588302,-12.35134868333989,-64.0
226,IN13-0964,1,-12.51578122620049,-2.71647335724695,0.0,1.50552099540746,4.845372951254376,0.0,-2.151217624605273,-11.03257826139088,-65.0
227,IN13-0556,1,-14.9618804248672,-3.019720687153244,0.0,1.469973538590057,8.640815768203993,0.0,-3.540724742549724,-11.411536547776,-57.0
228,IN13-0690,1,-14.71343359267266,-1.907487803337899,0.0,2.347693400282333,5.143225340037134,0.0,-2.510180692061641,-11.64018334775301,-71.0
