oldID-poseID,Class,if_X_fa_atr,if_X_fa_elec,if_X_fa_pair,if_X_fa_rep,if_X_fa_sol,if_X_hbond_bb_sc,if_X_hbond_sc,interface_delta_X,total_score_X
SUBS126-0214,0,-11.82856716547249,-1.475570879092668,0.0,0.7249625814089087,7.531777101760917,0.0,-2.838440939289941,-7.88583930068512,-35.0
SUBS126-0195,0,-25.19450028603315,-1.192543925233084,0.1437241079199623,6.455798010728177,14.3520863935943,0.0,-2.861652365246882,-8.297088064270383,-40.0
SUBS126-0121,0,-18.66823338786962,-0.5523295461170766,0.0,1.486112561573509,11.92623668287561,0.0,-2.871809325331627,-8.680023014869448,-41.0
SUBS126-0320,0,-15.29962267057381,-0.6881660048850358,-0.0276469457007579,2.995651699078371,7.428045933073644,0.0,-1.661781465871203,-7.253519454879097,-39.0
SUBS126-0573,0,-8.98960094193717,-1.47168982507526,0.0,1.307399592122874,5.545050046562755,0.0,-4.093739583734623,-7.702580712061263,-40.0
IN70-0099,1,-21.44438529356557,-1.244148265140328,0.0,2.25823522149667,12.85272420713982,0.0,-2.224767868300171,-9.802341998369457,-78.0
IN70-0010,1,-18.81025838589449,-1.570476531415071,0.0,3.143050031140501,10.40031946633794,0.0,-2.850296577719537,-9.68766199755055,-70.0
IN70-0377,1,-19.8930544090912,-0.6449453067691899,-0.1360909591966333,2.309616656530216,10.07475916910821,0.0,-1.239261907412815,-9.528976756831526,-78.0
IN70-0218,1,-15.79143281841461,-0.2024794983737627,-0.3529582847360189,1.231725447338386,5.381671975040126,-0.0531177104487145,-0.7316515969340536,-10.51824248652883,-66.0
IN70-0826,1,-20.40954074978836,0.23669855615046,0.0,3.307475979328956,5.03563812217908,0.0,-0.1624191709168471,-11.99214726304672,-85.0
IN70-0016,1,-21.25185181374473,-1.327514715003592,0.0,3.049643630844503,9.914138019561506,0.0,-1.545094756599932,-11.16067963494197,-83.0
IN70-0468,1,-16.91274638689029,-0.8017393190830319,0.0,1.425084723553437,8.268942258777951,0.0,-1.921070265686881,-9.941528989328845,-82.0
IN70-0001,1,-19.33907332616254,-2.144814342302237,0.0673137670582946,1.995053960966425,12.34945615271295,0.0,-2.343034892091836,-9.41509867981904,-79.0
IN70-0067,1,-18.28163708872234,-0.2456956743578246,0.0,3.408616423302055,5.88774149889814,0.0,0.0,-9.230974840879526,-80.0
IN70-0376,1,-13.48578579412206,-1.00692459877718,0.0,1.617195785245167,5.223653084459966,0.0,-2.239718060865791,-9.891579584060082,-74.0
IN70-0822,1,-19.13789585616651,-0.6988575102778912,0.0,2.347623294426285,7.242549586814539,0.0,-1.290218122497311,-11.53679860770126,-77.0
IN70-0649,1,-25.74483847837583,-2.475204397052912,0.0,3.996481414644768,17.19491386783638,0.0,-3.791759206812537,-10.82040679975989,-91.0
IN70-0222,1,-19.68002996750547,0.2760798267901714,0.0,1.583105335587652,4.694306024761681,0.0,-0.1290199534138878,-13.25555873378016,-73.0
IN70-0424,1,-20.87610382920939,-0.1353345588013849,0.0,4.768138910881317,6.159997794107767,0.0,-0.0617422160104411,-10.14504389903232,-76.0
IN70-0559,1,-19.02954794280777,-0.594493888301239,0.0,2.059935446035297,9.22280179350514,-0.4748972443283055,-0.7519830106967078,-9.56818484659334,-77.0
IN70-0849,1,-24.84867869029113,-2.062706460278345,0.0,3.994650746681282,12.76418477019424,0.0,-3.541281345546757,-13.69383097924106,-90.0
IN70-0521,1,-20.65545790507895,-0.3255122433441926,0.0,2.852180131218802,10.70132242108316,0.0,-2.421345469281726,-9.848813065403192,-86.0
IN70-0144,1,-18.47425920720962,-1.789816273870246,0.0,1.773934455876224,9.543000023668764,0.0,-1.616783411784336,-10.56392441331923,-76.0
IN70-0523,1,-16.09599565422868,0.0772246557023652,-0.357769710840472,1.174643194267537,5.731493642492069,0.0,-3.954216313246662e-05,-9.470443414770443,-68.0
IN70-0566,1,-18.07921756804499,-1.829029802212489,0.0,2.548587078995024,10.79858889751563,0.0,-3.312718889342651,-9.873790283089647,-73.0
IN70-0137,1,-21.57988154741761,0.1331828457897075,-0.3975075707691758,2.405909408494063,7.839107141796831,0.0,-0.7548225392026126,-12.35401226130875,-84.0
IN70-0676,1,-21.87294858629648,-0.756189597334116,0.0,3.044937754358762,10.1870717668744,0.0,-1.010516075955037,-10.40764473835225,-84.0
IN70-0058,1,-18.95206163757866,-0.5545422489488118,0.0,2.617594553798881,7.390752063863283,0.0,-0.6306400831722598,-10.12889735203748,-75.0
IN70-0176,1,-22.17666760366919,0.3064925564367968,0.0,5.512050303437036,6.580137922244421,0.0,-0.2046719931120954,-9.9826588146625,-84.0
IN70-0226,1,-21.69320719643511,-0.6300148673433518,0.0,1.715044320848983,11.41866018408477,0.0,-0.2785617593930397,-9.468079318238097,-82.0
IN70-0922,1,-25.1735068258582,-0.8313232576341778,0.0,4.519095923181612,13.50017661667312,0.0,-2.176236206524763,-10.16179375016259,-72.0
IN70-0186,1,-19.64331389912295,-0.0211637644525012,-0.4146937305521533,1.910423832441848,6.676042654806406,0.0,-0.0026186970135228,-11.49532360389276,-75.0
IN70-0061,1,-15.43118351237754,-0.810304789156284,0.0,0.906018853812384,7.196888181830081,0.0,-1.331342552979356,-9.46992381887094,-72.0
IN70-0078,1,-22.93603627060766,-1.851560181180646,0.0,5.428259316720596,14.91482514285317,0.0,-5.197954032920007,-9.642466025134354,-83.0
IN70-0757,1,-18.44407048336289,-0.117221604740979,-0.3812007108125954,1.026135570150564,6.874291461136909,0.0,-0.9499900680654946,-11.99205583569506,-72.0
IN70-0343,1,-19.6532587041449,-1.687913628413537,0.0,4.004247192094818,8.47120686542239,0.0,-3.867304562168485,-12.73302283720955,-79.0
IN70-0626,1,-19.45661456297094,0.2578158247598014,0.0,3.787824020521748,5.377075463599021,0.0,-0.1668256787893924,-10.20072493287989,-82.0
IN70-0433,1,-21.22279892495208,-1.671246964855205,0.0,2.115900522079483,13.59296512041715,0.0,-2.972028916279807,-10.15720916359055,-76.0
IN70-0891,1,-20.41785321409407,-0.2966324420308683,-0.3574281074019666,4.128971897358769,7.751866036245155,-0.0314644569764798,0.0,-9.222540286899402,-74.0
IN70-0151,1,-20.34304621691372,-0.8980968340025817,0.0,2.60269280931384,9.377354404430024,0.0,-1.0339079970576,-10.2950038342301,-78.0
IN70-0928,1,-16.01447755511872,-0.6485481513429425,-0.367597562111672,0.916917899840064,7.229612371098391,-0.0266455782300063,-1.133419399202285,-10.04415797506772,-78.0
IN70-0307,1,-17.44721369398831,-1.381354509204177,0.0,2.586195919132706,8.981447651443569,0.0,-2.336681825408676,-9.597606458025211,-70.0
IN70-0545,1,-16.35511986658312,0.2360543816345847,0.0,1.109362032019453,4.806144922019348,0.0,0.0,-10.20355853090973,-79.0
IN70-0361,1,-15.61318304654924,-2.31507531294379,0.0,1.752112201171985,9.203944111198098,0.0,-2.549196036822425,-9.52139808394486,-68.0
IN70-0836,1,-17.21719387101293,-1.865468292157283,0.0,1.81321856847917,9.403014109829472,0.0,-1.999907757895596,-9.86633724275748,-71.0
IN70-0770,1,-21.30791592596215,0.2501814357481402,0.0,1.727285277362125,4.880065539254837,0.0,-0.1315747724149162,-14.58195844601187,-74.0
IN70-0530,1,-17.78879438133372,-0.6538106260077751,0.0,2.089149556586199,6.140824824823857,0.0,-1.393686078009905,-11.6063167039415,-78.0
IN70-0556,1,-18.94545036546078,-1.013475392740992,0.0,2.233398297045415,9.166084898930784,0.0,-1.687243520890905,-10.24668608311617,-78.0
IN70-0896,1,-18.05002548270823,-1.039334632680363,0.0,2.142326068329385,9.514658586312953,0.0,-1.948302043525452,-9.380677504271716,-86.0
IN70-0807,1,-17.81161290359778,-0.327909775878365,0.0,1.924872572656523,4.723738295115617,0.0,-0.6387244119073152,-12.12963622361167,-76.0
IN70-0842,1,-20.79750105834719,-1.933811167602643,0.0,3.729880616499122,11.66884779287143,-0.0395524357520308,-2.397217181732324,-9.769353434063987,-86.0
IN70-0911,1,-22.81156930668804,-1.446276433036967,-0.021191423097315,3.754250177189352,12.78318690098608,0.0,-2.5017171153184,-10.2433171999653,-72.0
IN70-0108,1,-15.51793678108843,-0.0566359772977563,0.0,1.464757885871995,4.866830046454925,0.0,-0.4928578665887649,-9.735842692648475,-73.0
IN70-0722,1,-18.64405509820099,0.0224882868291354,0.0,3.007814775117549,5.002450399732788,0.0,-0.0820797128065066,-10.69338134932786,-80.0
IN70-0833,1,-18.07331337708274,0.2816572331168106,0.0,2.303835193432133,4.476667101532803,0.0,-0.1573066404961928,-11.16846048949697,-76.0
IN70-0261,1,-12.95648260652815,-1.016253779062236,0.0,0.7511572213586533,6.04986623446739,0.0,-2.76714696182378,-9.938859891587526,-68.0
IN70-0659,1,-20.71212476317924,0.2360680772752971,0.0,3.653357138155661,5.879317642734804,0.0,-0.0813422778479037,-11.02472418286152,-83.0
IN70-0951,1,-17.82490270019953,-0.8872689356924769,0.0,2.470672729271337,9.0038479419527,0.0,-2.001505095161313,-9.239156059829384,-75.0
IN70-0828,1,-26.27347252837899,-1.205926845524778,0.0,2.951286562174301,17.09654865560956,0.0,-3.838676191399505,-11.27024034751935,-83.0
IN70-0207,1,-16.38539405494485,-0.0489253104055404,0.0,1.691301170101588,5.232318827274912,0.0,-0.4005052937914073,-9.91120466176494,-75.0
IN70-0483,1,-19.15695935090335,-0.5279699768824849,0.0,2.524051438065635,7.946039750347563,0.0,-2.986239375515204,-12.20107751488786,-76.0
IN70-0590,1,-17.95537234778931,-0.1663427540975078,0.0,2.081713054513057,5.50955015868517,0.0,0.0,-10.53045188868873,-70.0
IN70-0153,1,-20.6512211008212,-1.430841334741827,0.0,1.909222436990786,12.05511119234975,0.0,-1.808573125881047,-9.92630193210357,-75.0
IN70-0558,1,-23.86432083817999,-2.642566716140663,0.0,3.125456276624845,16.5085677134301,0.0,-4.502889729432152,-11.37575329369793,-81.0
IN70-0675,1,-17.43325971788072,-0.9643395985687704,0.0,2.07156628812395,9.913124899899094,0.0,-5.230210483761393,-11.64311861218766,-81.0
IN70-0705,1,-15.89568189033671,-0.0374962964053628,0.0,1.623171348149799,4.619914471805623,0.0,-0.5405014635180372,-10.23059383030454,-73.0
IN70-0345,1,-20.50696277630159,-1.484482696626787,0.0,1.748228518717224,11.71863746387389,0.0,-2.310200941954694,-10.83478043229206,-78.0
IN70-0037,1,-14.86443009524883,-0.3694330268289696,0.0,0.7145341077226931,5.534119025747804,0.0,-1.213615396547031,-10.19882538515458,-71.0
IN70-0044,1,-18.2652525346879,0.0989302887835827,0.0,2.206518070711536,4.151736722120767,0.0,0.0,-11.808067453072,-77.0
IN70-0850,1,-17.05261753660998,0.2187387450513177,0.0,1.676055640307868,5.360988945949885,0.0,-0.0793577704357737,-9.876191975736674,-77.0
IN70-0569,1,-21.67040957264872,-0.457513029994048,0.0,1.237930460760663,10.83902988474551,0.0,-0.6549123797240917,-10.7058746368607,-71.0
IN70-0295,1,-16.04890703370693,0.3740457673678241,-0.3612046175738783,1.834603454646822,4.480351803696976,0.0,-0.0009790224777169,-9.722089648047133,-75.0
IN70-0201,1,-16.5562453894745,0.0655140545342482,0.0,1.778258238809576,5.526123769523292,0.0,-0.320210958975629,-9.506560285582736,-75.0
IN70-0425,1,-22.53432376514393,-2.851484429991854,0.0,3.531716194566752,13.95111287547688,0.0,-3.921394407431243,-11.82437353252362,-73.0
IN70-0329,1,-19.28378698418128,0.1175671445883466,0.0,2.470494897738126,7.054632670271121,0.0,0.0,-9.641092271583148,-82.0
IN70-0990,1,-13.23967830894617,-0.7016786851452138,0.0,1.068964296282275,5.750214128349626,0.0,-3.025741624476341,-10.14792019393599,-65.0
IN70-0898,1,-16.64458414137516,0.016210539460672,-0.3460402908055244,1.048174230572158,6.126453788812841,0.0,0.0,-9.79978587333494,-70.0
IN70-0057,1,-15.23979314451899,0.0934870825476713,0.0,1.753866665865508,4.548535902864978,0.0,-0.6428401187588104,-9.486743611999827,-66.0
IN70-0035,1,-20.51295834247685,-0.2838789532703845,0.0,2.767989520493348,10.83344591557457,0.0,-2.389245344050783,-9.584647203730128,-80.0
IN70-0174,1,-23.73747437556885,-0.5347901241428661,0.0,2.680777485184354,13.85371094012607,0.0,-2.552783742182954,-10.29055981658462,-79.0
